"Test ID","Test Name","Business Title","Feature Area","Severity","Status","Start Time","Stop Time","Duration (s)","Browser","Tags","Created At","Updated At","Monitor Status"
"COMP_TAX_REP_002","Compliance: List Seller Tax Representatives","List Seller Tax Representatives","API Compliance.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:12 pm","09 Jun 2026, 04:08:13 pm","0.77 s","Chromium","compliance.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_001","Create Company - Success with SUPER_USER","Create Company - Success with SUPER_USER","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:19 pm","09 Jun 2026, 04:08:21 pm","1.56 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_003","Create Company - Missing Company Code","Create Company - Missing Company Code","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:19 pm","09 Jun 2026, 04:08:20 pm","1.03 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_004","Create Company - Invalid TRN Format","Create Company - Invalid TRN Format","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:18 pm","09 Jun 2026, 04:08:18 pm","0.49 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_005","List Companies - Success","List Companies - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:18 pm","09 Jun 2026, 04:08:18 pm","0.28 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_006","Search Companies - Success","Search Companies - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:18 pm","09 Jun 2026, 04:08:19 pm","0.38 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_007","Get Company By ID - Success","Get Company By ID - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:20 pm","09 Jun 2026, 04:08:22 pm","1.37 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_008","Get Company By Code - Success","Get Company By Code - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:19 pm","09 Jun 2026, 04:08:19 pm","0.58 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_009","Update Company - Success","Update Company - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:21 pm","09 Jun 2026, 04:08:22 pm","1.02 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_010","Delete Company - Success","Delete Company - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:21 pm","09 Jun 2026, 04:08:22 pm","0.83 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_011","Change Company Status - Success","Change Company Status - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:21 pm","09 Jun 2026, 04:08:22 pm","1.29 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_012","Map User to Company - Success","Map User to Company - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:21 pm","09 Jun 2026, 04:08:23 pm","1.46 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_013","Unmap User from Company - Success","Unmap User from Company - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:20 pm","09 Jun 2026, 04:08:22 pm","1.40 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"COMPANY_014","Get Company Users - Success","Get Company Users - Success","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:23 pm","09 Jun 2026, 04:08:24 pm","1.19 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"DASH_COMP_STATS_001","Dashboard: Get Company Stats (Company Admin)","Get Company Stats (Company Admin)","API Full_platform.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:37 pm","09 Jun 2026, 04:08:37 pm","0.34 s","Chromium","full_platform.data.json","2026-06-01","2026-06-01","Normal"
"DASH_PLAT_ACT_001","Dashboard: Get Platform Activities (Super Admin)","Get Platform Activities (Super Admin)","API Full_platform.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:36 pm","09 Jun 2026, 04:08:37 pm","0.52 s","Chromium","full_platform.data.json","2026-06-01","2026-06-01","Normal"
"DASH_PLAT_STATS_001","Dashboard: Get Platform Stats (Super Admin)","Get Platform Stats (Super Admin)","API Full_platform.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:38 pm","09 Jun 2026, 04:08:39 pm","0.87 s","Chromium","full_platform.data.json","2026-06-01","2026-06-01","Normal"
"EDGE_001","Missing X-Company-Id Header","Missing X-Company-Id Header","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:29 pm","09 Jun 2026, 04:08:30 pm","0.68 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"EDGE_002","Invalid UUID Format in Path","Invalid UUID Format in Path","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:30 pm","09 Jun 2026, 04:08:31 pm","0.77 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"EDGE_003","Empty Request Body","Empty Request Body","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:30 pm","09 Jun 2026, 04:08:31 pm","0.73 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"EDGE_004","Invalid JSON Format","Invalid JSON Format","API Controllers.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:30 pm","09 Jun 2026, 04:08:31 pm","0.77 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"EDGE_005","Pagination Parameters - Page 1","Pagination Parameters - Page 1","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:31 pm","09 Jun 2026, 04:08:32 pm","1.70 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"EDGE_006","Large Page Size","Large Page Size","API Controllers.data.json","Normal","✅ Passed","09 Jun 2026, 04:08:31 pm","09 Jun 2026, 04:08:33 pm","1.54 s","Chromium","controllers.data.json","2026-06-01","2026-06-01","Normal"
"ENTITY_LIST_001","Entities: List all entities","List all entities","API Full_platform.data.json","Normal","❌ Failed","09 Jun 2026, 04:08:38 pm","09 Jun 2026, 04:08:38 pm","0.11 s","Chromium","full_platform.data.json","2026-06-01","2026-06-01","Normal"
"FP-001","Verify Forgot Password Link Visibility","Verify Forgot Password Link Visibility","Forgot-password","Critical","✅ Passed","09 Jun 2026, 04:17:16 pm","09 Jun 2026, 04:17:30 pm","13.46 s","Chromium","forgot-password, visibility, high, login","2026-06-01","2026-06-01","Normal"
"FP-002","Verify Forgot Password Navigation","Verify Forgot Password Navigation","Forgot-password","Critical","✅ Passed","09 Jun 2026, 04:17:19 pm","09 Jun 2026, 04:17:32 pm","12.57 s","Chromium","forgot-password, interaction, high, login","2026-06-01","2026-06-01","Normal"
"FP-003","Verify Reset Password With Valid Email","Verify Reset Password With Valid Email","Forgot-password","Critical","✅ Passed","09 Jun 2026, 04:17:30 pm","09 Jun 2026, 04:17:45 pm","14.95 s","Chromium","forgot-password, functionality, critical, login","2026-06-01","2026-06-01","Normal"
"FP-004","Verify Forgot Password With Invalid Email","Verify Forgot Password With Invalid Email","Forgot-password","Normal","✅ Passed","09 Jun 2026, 04:17:32 pm","09 Jun 2026, 04:17:47 pm","14.34 s","Chromium","forgot-password, validation, medium, login","2026-06-01","2026-06-01","Normal"
"FP-005","Verify Forgot Password With Unregistered Email","Verify Forgot Password With Unregistered Email","Forgot-password","Normal","✅ Passed","09 Jun 2026, 04:17:45 pm","09 Jun 2026, 04:18:00 pm","14.84 s","Chromium","forgot-password, validation, medium, login","2026-06-01","2026-06-01","Normal"
"FP-006","Verify Blank Forgot Password Submission","Verify Blank Forgot Password Submission","Forgot-password","Normal","✅ Passed","09 Jun 2026, 04:17:47 pm","09 Jun 2026, 04:18:01 pm","14.45 s","Chromium","forgot-password, validation, medium, login","2026-06-01","2026-06-01","Normal"
"FP-007","Verify Expired Reset Password Code","Verify Expired Reset Password Code","Forgot-password","Critical","⏭️ Skipped","09 Jun 2026, 04:18:00 pm","09 Jun 2026, 04:18:12 pm","11.88 s","Chromium","forgot-password, security, high, login","2026-06-01","2026-06-01","Normal"
"INT_SAP_001","Integration: SAP Upload with Invalid API Key","SAP Upload with Invalid API Key","API Advanced.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:51 pm","0.19 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"INT_SAP_002","Integration: SAP Upload with Expired API Key","SAP Upload with Expired API Key","API Advanced.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:51 pm","0.15 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"ISO_INV_001","Isolation: Company 2 Creator cannot view Company 1 Invoice","Company 2 Creator cannot view Company 1 Invoice","API Advanced.data.json","Normal","❌ Failed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:52 pm","0.98 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"ISO_USER_001","Isolation: Company 1 Admin cannot view Company 2 Users","Company 1 Admin cannot view Company 2 Users","API Advanced.data.json","Normal","✅ Passed","09 Jun 2026, 04:07:51 pm","09 Jun 2026, 04:07:51 pm","0.78 s","Chromium","advanced.data.json","2026-06-01","2026-06-01","Normal"
"LOG-001","Verify Platform Admin Login","Verify Platform Admin Login","Functional","Normal","✅ Passed","09 Jun 2026, 04:18:01 pm","09 Jun 2026, 04:18:14 pm","12.35 s","Chromium","functional, functionality, login","2026-06-01","2026-06-01","Normal"
"LOG-002","Verify Tenant Admin Login","Verify Tenant Admin Login","Functional","Normal","❌ Failed","09 Jun 2026, 04:18:08 pm","09 Jun 2026, 04:18:22 pm","14.04 s","Chromium","functional, functionality, login","2026-06-01","2026-06-01","Normal"
"LOG-003","Verify Company Login","Verify Company Login","Functional","Normal","✅ Passed","09 Jun 2026, 04:18:08 pm","09 Jun 2026, 04:18:30 pm","21.45 s","Chromium","functional, functionality, login","2026-06-01","2026-06-01","Normal"
"LOG-004","Verify Login Page Visibility","Verify Login Page Visibility","Ui","Normal","✅ Passed","09 Jun 2026, 04:18:09 pm","09 Jun 2026, 04:18:21 pm","11.77 s","Chromium","ui, visibility, login","2026-06-01","2026-06-01","Normal"
"LOG-005","Verify Logo Visibility","Verify Logo Visibility","Ui","Normal","✅ Passed","09 Jun 2026, 04:18:12 pm","09 Jun 2026, 04:18:24 pm","11.69 s","Chromium","ui, visibility, login","2026-06-01","2026-06-01","Normal"
"LOG-006","Verify Forgot Password Link Visibility","Verify Forgot Password Link Visibility","Forgot-password","Normal","✅ Passed","09 Jun 2026, 04:18:14 pm","09 Jun 2026, 04:18:24 pm","10.79 s","Chromium","forgot-password, visibility, login","2026-06-01","2026-06-01","Normal"
"LOG-007","Verify Remember Me Checkbox","Verify Remember Me Checkbox","Functional","Normal","✅ Passed","09 Jun 2026, 04:18:21 pm","09 Jun 2026, 04:18:31 pm","9.99 s","Chromium","functional, interaction, login","2026-06-01","2026-06-01","Normal"
"LOG-008","Verify Password Masking","Verify Password Masking","Security","Normal","✅ Passed","09 Jun 2026, 04:18:29 pm","09 Jun 2026, 04:18:43 pm","14.10 s","Chromium","security, interaction, login","2026-06-01","2026-06-01","Normal"
"LOG-009","Verify Keyboard Login","Verify Keyboard Login","Accessibility","Normal","✅ Passed","09 Jun 2026, 04:18:24 pm","09 Jun 2026, 04:18:38 pm","14.75 s","Chromium","accessibility, interaction, login","2026-06-01","2026-06-01","Normal"
"LOG-010","Verify Case Insensitive Email Login","Verify Case Insensitive Email Login","Functional","Normal","✅ Passed","09 Jun 2026, 04:18:25 pm","09 Jun 2026, 04:18:39 pm","14.71 s","Chromium","functional, functionality, login","2026-06-01","2026-06-01","Normal"
"LOG-011","Verify Trailing Space Email Login","Verify Trailing Space Email Login","Functional","Normal","✅ Passed","09 Jun 2026, 04:18:30 pm","09 Jun 2026, 04:18:46 pm","15.64 s","Chromium","functional, functionality, login","2026-06-01","2026-06-01","Normal"
"LOG-012","Verify Blank Email Validation","Verify Blank Email Validation","Validation","Normal","✅ Passed","09 Jun 2026, 04:18:31 pm","09 Jun 2026, 04:18:46 pm","14.64 s","Chromium","validation, login","2026-06-01","2026-06-01","Normal"
"LOG-013","Verify Blank Password Validation","Verify Blank Password Validation","Validation","Normal","✅ Passed","09 Jun 2026, 04:18:39 pm","09 Jun 2026, 04:18:52 pm","13.88 s","Chromium","validation, login","2026-06-01","2026-06-01","Normal"
"LOG-014","Verify Blank Login Validation","Verify Blank Login Validation","Validation","Normal","✅ Passed","09 Jun 2026, 04:18:39 pm","09 Jun 2026, 04:18:51 pm","11.57 s","Chromium","validation, login","2026-06-01","2026-06-01","Normal"
"LOG-015","Verify Invalid Email Format","Verify Invalid Email Format","Validation","Normal","✅ Passed","09 Jun 2026, 04:18:43 pm","09 Jun 2026, 04:18:56 pm","13.33 s","Chromium","validation, login","2026-06-01","2026-06-01","Normal"
"LOG-016","Verify Invalid Credentials","Verify Invalid Credentials","Validation","Normal","✅ Passed","09 Jun 2026, 04:18:46 pm","09 Jun 2026, 04:18:59 pm","13.14 s","Chromium","validation, login","2026-06-01","2026-06-01","Normal"
"LOG-017","Verify Wrong Password","Verify Wrong Password","Validation","Normal","✅ Passed","09 Jun 2026, 04:18:46 pm","09 Jun 2026, 04:18:59 pm","13.46 s","Chromium","validation, login","2026-06-01","2026-06-01","Normal"
"LOG-018","Verify Short Password Validation","Verify Short Password Validation","Validation","Normal","✅ Passed","09 Jun 2026, 04:18:51 pm","09 Jun 2026, 04:19:03 pm","12.40 s","Chromium","validation, login","2026-06-01","2026-06-01","Normal"
"LOG-021","Verify SQL Injection Protection","Verify SQL Injection Protection","Security","Normal","✅ Passed","09 Jun 2026, 04:18:53 pm","09 Jun 2026, 04:19:07 pm","14.80 s","Chromium","security, login","2026-06-01","2026-06-01","Normal"
"LOG-022","Verify XSS Protection","Verify XSS Protection","Security","Normal","✅ Passed","09 Jun 2026, 04:18:56 pm","09 Jun 2026, 04:19:10 pm","13.99 s","Chromium","security, login","2026-06-01","2026-06-01","Normal"
"LOG-023","Verify Locked Account Handling","Verify Locked Account Handling","Security","Normal","✅ Passed","09 Jun 2026, 04:18:59 pm","09 Jun 2026, 04:19:13 pm","14.12 s","Chromium","security, login","2026-06-01","2026-06-01","Normal"
"LOG-024","Verify Session Timeout","Verify Session Timeout","Session","Normal","✅ Passed","09 Jun 2026, 04:19:00 pm","09 Jun 2026, 04:19:11 pm","11.86 s","Chromium","session, interaction, login","2026-06-01","2026-06-01","Normal"
"LOG-025","Verify Logout Flow","Verify Logout Flow","Session","Normal","✅ Passed","09 Jun 2026, 04:19:04 pm","09 Jun 2026, 04:19:14 pm","10.67 s","Chromium","session, interaction, login","2026-06-01","2026-06-01","Normal"
"LOG-026","Verify Redirect After Login","Verify Redirect After Login","Session","Normal","✅ Passed","09 Jun 2026, 04:19:07 pm","09 Jun 2026, 04:19:18 pm","10.93 s","Chromium","session, interaction, login","2026-06-01","2026-06-01","Normal"
"LOG-027","Verify Multi Session Handling","Verify Multi Session Handling","Session","Normal","✅ Passed","09 Jun 2026, 04:19:11 pm","09 Jun 2026, 04:19:21 pm","10.88 s","Chromium","session, interaction, login","2026-06-01","2026-06-01","Normal"
"LOG-028","Verify Forgot Password Navigation","Verify Forgot Password Navigation","Forgot-password","Normal","✅ Passed","09 Jun 2026, 04:19:11 pm","09 Jun 2026, 04:19:23 pm","11.81 s","Chromium","forgot-password, interaction, login","2026-06-01","2026-06-01","Normal"
"LOG-029","Verify Forgot Password With Valid Email","Verify Forgot Password With Valid Email","Forgot-password","Normal","✅ Passed","09 Jun 2026, 04:19:13 pm","09 Jun 2026, 04:19:24 pm","11.01 s","Chromium","forgot-password, functionality, login","2026-06-01","2026-06-01","Normal"
"LOG-030","Verify Forgot Password With Invalid Email","Verify Forgot Password With Invalid Email","Forgot-password","Normal","✅ Passed","09 Jun 2026, 04:19:14 pm","09 Jun 2026, 04:19:27 pm","12.36 s","Chromium","forgot-password, validation, login","2026-06-01","2026-06-01","Normal"
"LOG-033","Verify Login Page Responsiveness","Verify Login Page Responsiveness","Ui","Normal","✅ Passed","09 Jun 2026, 04:19:18 pm","09 Jun 2026, 04:19:29 pm","10.94 s","Chromium","ui, visibility, login","2026-06-01","2026-06-01","Normal"
"LOG-035","Verify Footer Links Visibility","Verify Footer Links Visibility","Ui","Normal","✅ Passed","09 Jun 2026, 04:19:22 pm","09 Jun 2026, 04:19:35 pm","13.44 s","Chromium","ui, visibility, login","2026-06-01","2026-06-01","Normal"
"LOG-036","Verify Custom Branding Logo","Verify Custom Branding Logo","Ui","Normal","✅ Passed","09 Jun 2026, 04:19:23 pm","09 Jun 2026, 04:19:36 pm","13.06 s","Chromium","ui, visibility, login","2026-06-01","2026-06-01","Normal"
"LOG-037","Verify Arabic RTL Support","Verify Arabic RTL Support","Ui","Normal","✅ Passed","09 Jun 2026, 04:19:24 pm","09 Jun 2026, 04:19:37 pm","12.26 s","Chromium","ui, visibility, login","2026-06-01","2026-06-01","Normal"
"LOG-047","Verify Password Copy Protection","Verify Password Copy Protection","Security","Normal","✅ Passed","09 Jun 2026, 04:19:27 pm","09 Jun 2026, 04:19:39 pm","12.59 s","Chromium","security, login","2026-06-01","2026-06-01","Normal"
"LOG-048","Verify HTTPS Login Page","Verify HTTPS Login Page","Security","Normal","✅ Passed","09 Jun 2026, 04:19:29 pm","09 Jun 2026, 04:19:42 pm","12.19 s","Chromium","security, login","2026-06-01","2026-06-01","Normal"
